Kind,Name,AvgCyclomatic,CountLine,CountLineCode,CountLineComment,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.chsh_nonlocal_game",,14,12,1,6,,,5,0.08,
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.ffl_nonlocal_game",,14,12,1,6,,,5,0.08,
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.test_bcs_chsh_game_classical_value",,7,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.test_bcs_chsh_game_classical_value_rep_2",,13,6,5,1,,,0,0.83,
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.test_bcs_chsh_lower_bound",,6,5,1,1,,,0,0.20,
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.test_bcs_game_without_constraint",,3,2,1,1,,,0,0.50,
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.test_chsh_bcs_game_to_nonlocal_game",,19,12,5,1,,,0,0.42,
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.test_chsh_game_classical_value",,8,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.test_chsh_game_classical_value_rep_2",,14,6,5,1,,,0,0.83,
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.test_chsh_game_commuting_measurement_value",,8,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.test_chsh_game_nonsignaling_value",,8,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.test_chsh_game_nonsignaling_value_rep_2",,8,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.test_chsh_lower_bound",,15,7,6,1,,,0,0.86,
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.test_ffl_game_classical_value",,8,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.test_ffl_game_classical_value_rep_2",,8,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.test_ffl_game_commuting_measurement_value",,8,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.test_ffl_game_nonsignaling_value",,8,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.test_ffl_game_nonsignaling_value_rep_2",,8,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.test_ffl_game_quantum_value_lower_bound_value_rep_2",,8,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.test_unbalanced_nonlocal_game",,20,14,2,6,,,5,0.14,
Class,"nonlocal_games.tests.test_quantum_hedging.TestQuantumHedging",1,92,44,25,,1,1,0,0.57,8
Function,"nonlocal_games.tests.test_quantum_hedging.TestQuantumHedging.test_max_prob_outcome_a_dual_1_dim",,8,4,3,1,,,0,0.75,
Function,"nonlocal_games.tests.test_quantum_hedging.TestQuantumHedging.test_max_prob_outcome_a_dual_2_dim",,8,4,3,1,,,0,0.75,
Function,"nonlocal_games.tests.test_quantum_hedging.TestQuantumHedging.test_max_prob_outcome_a_primal_1_dim",,8,4,3,1,,,0,0.75,
Function,"nonlocal_games.tests.test_quantum_hedging.TestQuantumHedging.test_max_prob_outcome_a_primal_2_dim",,8,4,3,1,,,0,0.75,
Function,"nonlocal_games.tests.test_quantum_hedging.TestQuantumHedging.test_min_prob_outcome_a_dual_1_dim",,8,4,3,1,,,0,0.75,
Function,"nonlocal_games.tests.test_quantum_hedging.TestQuantumHedging.test_min_prob_outcome_a_dual_2_dim",,8,4,3,1,,,0,0.75,
Function,"nonlocal_games.tests.test_quantum_hedging.TestQuantumHedging.test_min_prob_outcome_a_primal_1_dim",,8,4,3,1,,,0,0.75,
Function,"nonlocal_games.tests.test_quantum_hedging.TestQuantumHedging.test_min_prob_outcome_a_primal_2_dim",,8,4,3,1,,,0,0.75,
Class,"nonlocal_games.tests.test_xor_game.TestXORGame",1,188,138,17,,1,1,1,0.12,16
Function,"nonlocal_games.tests.test_xor_game.TestXORGame.test_chsh_game_classical_value",,9,7,1,1,,,0,0.14,
Function,"nonlocal_games.tests.test_xor_game.TestXORGame.test_chsh_game_classical_value_early_exit",,9,7,1,1,,,0,0.14,
Function,"nonlocal_games.tests.test_xor_game.TestXORGame.test_chsh_game_classical_value_tol_optimal",,9,7,1,1,,,0,0.14,
Function,"nonlocal_games.tests.test_xor_game.TestXORGame.test_chsh_game_nonsignaling_value",,7,5,1,1,,,0,0.20,
Function,"nonlocal_games.tests.test_xor_game.TestXORGame.test_chsh_game_nonsignaling_value_rep_2",,7,5,1,1,,,0,0.20,
Function,"nonlocal_games.tests.test_xor_game.TestXORGame.test_chsh_game_quantum_value",,9,7,1,1,,,0,0.14,
Function,"nonlocal_games.tests.test_xor_game.TestXORGame.test_chsh_game_quantum_value_error_tol",,11,9,1,1,,,0,0.11,
Function,"nonlocal_games.tests.test_xor_game.TestXORGame.test_chsh_game_quantum_value_two_reps",,10,8,1,1,,,0,0.13,
Function,"nonlocal_games.tests.test_xor_game.TestXORGame.test_classical_parallel_rep",,8,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_xor_game.TestXORGame.test_invalid_prob_mat",,8,6,1,1,,,1,0.17,
Function,"nonlocal_games.tests.test_xor_game.TestXORGame.test_negative_prob_mat",,8,6,1,1,,,1,0.17,
Function,"nonlocal_games.tests.test_xor_game.TestXORGame.test_non_square_prob_mat",,8,6,1,1,,,1,0.17,
Function,"nonlocal_games.tests.test_xor_game.TestXORGame.test_odd_cycle_game_classical_value",,25,23,1,1,,,0,0.04,
Function,"nonlocal_games.tests.test_xor_game.TestXORGame.test_odd_cycle_game_quantum_value",,25,23,1,1,,,0,0.04,
Function,"nonlocal_games.tests.test_xor_game.TestXORGame.test_to_nonlocal_game",,9,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_xor_game.TestXORGame.test_zero_prob_mat",,8,6,1,1,,,1,0.17,
Class,"nonlocal_games.xor_game.XORGame",3,254,63,140,,5,0,4,2.22,16
Function,"nonlocal_games.xor_game.XORGame.__init__",,41,25,13,5,,,1,0.52,
Function,"nonlocal_games.xor_game.XORGame.classical_value",,6,2,3,1,,,0,1.50,
Function,"nonlocal_games.xor_game.XORGame.nonsignaling_value",,8,2,4,1,,,0,2.00,
Function,"nonlocal_games.xor_game.XORGame.quantum_value",,65,23,31,4,,,2,1.35,
Function,"nonlocal_games.xor_game.XORGame.to_nonlocal_game",,16,10,3,5,,,4,0.30,
Module File,"np_array_as_expr.py",1,16,7,5,0,1,,0,0.71,1
Module File,"npa_hierarchy.py",6,285,184,40,1,19,,6,0.22,51
Module File,"optimal_clone.py",3,186,58,90,0,6,,3,1.55,10
Module File,"partial_channel.py",12,195,95,68,0,12,,3,0.72,12
Module File,"partial_trace.py",15,215,66,112,0,15,,3,1.70,15
Module File,"partial_transpose.py",12,203,75,90,0,12,,2,1.20,12
Module File,"pauli.py",7,117,21,67,0,7,,2,3.19,7
Module File,"pauli_channel.py",10,104,34,45,0,10,,2,1.32,10
Module File,"perfect_matchings.py",8,75,25,30,0,8,,2,1.20,8
Module File,"perm_sign.py",1,51,4,30,0,1,,0,7.50,1
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,11,9,1,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",5,97,18,56,,5,,1,,5
Package,"perms",8,75,25,30,,8,,2,,8
Package,"perms",1,51,4,30,,1,,0,,1
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",4,63,15,33,,4,,1,,4
Package,"perms",16,225,69,117,,16,,2,,16
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",9,153,45,75,,9,,2,,9
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",3,64,8,40,,3,,1,,3
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",6,100,22,49,,6,,1,,6
Package,"perms",0,1,0,1,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",3,62,20,23,,4,,3,,5
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Package,"perms",0,0,0,0,,0,,0,,0
Function,"perms.antisymmetric_projection.antisymmetric_projection",,88,15,55,5,,,1,3.67,
Function,"perms.perfect_matchings.perfect_matchings",,69,24,29,8,,,2,1.21,
Function,"perms.perm_sign.perm_sign",,45,2,29,1,,,0,14.50,
Function,"perms.permutation_operator.permutation_operator",,55,12,32,4,,,1,2.67,
Function,"perms.permute_systems.permute_systems",,214,64,116,16,,,2,1.81,
Function,"perms.swap.swap",,146,43,74,9,,,2,1.72,
Function,"perms.swap_operator.swap_operator",,56,5,39,3,,,1,7.80,
Function,"perms.symmetric_projection.symmetric_projection",,89,17,48,6,,,1,2.82,
Package,"perms.tests",0,1,0,1,,0,,0,,0
Package,"perms.tests",1,36,22,8,,1,,0,,2
Package,"perms.tests",1,56,40,5,,1,,0,,4
Package,"perms.tests",1,17,8,3,,1,,0,,2
Package,"perms.tests",1,91,62,8,,1,,0,,7
Package,"perms.tests",1,168,129,9,,1,,1,,8
Package,"perms.tests",1,521,486,29,,1,,1,,2
Package,"perms.tests",1,25,12,3,,1,,0,,2
Package,"perms.tests",1,135,89,17,,2,,1,,11
Package,"perms.tests",1,11,5,2,,1,,0,,1
Function,"perms.tests.test_antisymmetric_projection.test_antisymmetric_projection",,4,3,1,1,,,0,0.33,
Function,"perms.tests.test_perfect_matchings.test_perfect_matchings_num_4",,6,5,1,1,,,0,0.20,
Function,"perms.tests.test_perfect_matchings.test_perfect_matchings_num_4_list",,6,5,1,1,,,0,0.20,
Function,"perms.tests.test_perfect_matchings.test_perfect_matchings_num_6",,25,23,1,1,,,0,0.04,
Function,"perms.tests.test_perfect_matchings.test_perfect_matchings_odd",,6,5,1,1,,,0,0.20,
Function,"perms.tests.test_perm_sign.test_perm_sign_small_example_even",,4,3,1,1,,,0,0.33,
Function,"perms.tests.test_perm_sign.test_perm_sign_small_example_odd",,4,3,1,1,,,0,0.33,
Function,"perms.tests.test_permutation_operator.test_permutation_operator_dim_2_2_perm_0_1",,6,5,1,1,,,0,0.20,
Function,"perms.tests.test_permutation_operator.test_permutation_operator_dim_2_2_perm_1_0",,6,5,1,1,,,0,0.20,
Function,"perms.tests.test_permutation_operator.test_permutation_operator_dim_2_perm_0_2_1",,19,18,1,1,,,0,0.06,
Function,"perms.tests.test_permutation_operator.test_permutation_operator_dim_3_perm_0_1",,6,5,1,1,,,0,0.20,
Function,"perms.tests.test_permutation_operator.test_permutation_operator_sparse_option",,19,17,1,1,,,0,0.06,
Function,"perms.tests.test_permutation_operator.test_permutation_operator_standard_swap",,8,5,1,1,,,0,0.20,
Function,"perms.tests.test_permutation_operator.test_permutation_operator_standard_swap_list_dim",,8,5,1,1,,,0,0.20,
Function,"perms.tests.test_permute_systems.permute_systems_test_2_3_1",,32,28,1,1,,,0,0.04,
Function,"perms.tests.test_permute_systems.test_permute_systems_16_by_16",,71,69,1,1,,,0,0.01,
Function,"perms.tests.test_permute_systems.test_permute_systems_invalid_dim_mismatch_perm",,5,4,1,1,,,1,0.25,
Function,"perms.tests.test_permute_systems.test_permute_systems_invalid_empty_input",,5,4,1,1,,,1,0.25,
Function,"perms.tests.test_permute_systems.test_permute_systems_invalid_perm_vector",,5,4,1,1,,,1,0.25,
Function,"perms.tests.test_permute_systems.test_permute_systems_m2_m2",,10,6,1,1,,,0,0.17,
Function,"perms.tests.test_permute_systems.test_permute_systems_m2_m2_np_array",,10,6,1,1,,,0,0.17,
Function,"perms.tests.test_permute_systems.test_permute_systems_vec",,9,6,1,1,,,0,0.17,
Function,"perms.tests.test_swap.test_invalid_swap",,4,3,1,1,,,1,0.33,
Function,"perms.tests.test_swap.test_swap",,4,3,1,1,,,0,0.33,
Function,"perms.tests.test_swap_operator.test_swap_operator_num",,8,5,1,1,,,0,0.20,
Function,"perms.tests.test_swap_operator.test_swap_operator_vec_dims",,8,5,1,1,,,0,0.20,
Function,"perms.tests.test_symmetric_projection.test_symmetric_projection_dim_2_partial_true",,7,5,1,1,,,0,0.20,
Function,"perms.tests.test_symmetric_projection.test_symmetric_projection_dim_2_pval_1",,7,5,1,1,,,0,0.20,
Function,"perms.tests.test_symmetric_projection.test_symmetric_projection_dim_2_pval_3",,18,16,1,1,,,0,0.06,
Function,"perms.tests.test_symmetric_projection.test_symmetric_projection_dim_2_pval_default_2",,7,5,1,1,,,0,0.20,
Function,"perms.tests.test_symmetric_projection.test_symmetric_projection_dim_3_pval_2",,19,17,1,1,,,0,0.06,
Function,"perms.tests.test_symmetric_projection.test_symmetric_projection_dim_4_pval_2",,26,24,1,1,,,0,0.04,
Function,"perms.tests.test_symmetric_projection.test_symmetric_projection_dim_4_pval_2_partial_true",,7,5,1,1,,,0,0.20,
Function,"perms.tests.test_symmetric_projection.test_symmetric_projection_invalid_dim",,6,5,1,2,,,1,0.20,
Function,"perms.tests.test_symmetric_projection.test_symmetric_projection_invalid_pval",,6,5,1,2,,,1,0.20,
Function,"perms.tests.test_unique_perms.test_unique_perms_len",,4,3,1,1,,,0,0.33,
Class,"perms.unique_perms.UniqueElement",0,5,3,1,,0,0,0,0.33,0
Function,"perms.unique_perms.perm_unique_helper",,17,10,6,4,,,3,0.60,
Function,"perms.unique_perms.unique_perms",,30,5,15,1,,,0,3.00,
Module File,"permutation_operator.py",4,63,15,33,0,4,,1,2.20,4
Module File,"permute_systems.py",16,225,69,117,0,16,,2,1.70,16
Module File,"perturb_vectors.py",3,36,10,17,0,3,,2,1.70,3
Module File,"phase_damping.py",4,58,15,28,0,4,,1,1.87,4
Module File,"positive_semidefinite_rank.py",4,93,27,42,0,5,,2,1.56,8
Module File,"ppt_distinguishability.py",4,207,89,81,0,6,,4,0.91,12
Module File,"pretty_bad_measurement.py",4,80,13,45,0,4,,1,3.46,4
Module File,"pretty_good_measurement.py",4,76,15,41,0,4,,1,2.73,4
Module File,"purity.py",2,62,6,38,0,2,,1,6.33,2
Module File,"pusey_barrett_rudolph.py",3,66,17,30,0,3,,2,1.76,3
Module File,"quantum_hedging.py",2,223,54,122,0,2,,1,2.26,8
Package,"rand",0,11,9,1,,0,,0,,0
Package,"rand",0,0,0,0,,0,,0,,0
Package,"rand",0,0,0,0,,0,,0,,0
Package,"rand",0,0,0,0,,0,,0,,0
Package,"rand",0,0,0,0,,0,,0,,0
Package,"rand",0,0,0,0,,0,,0,,0
Package,"rand",0,0,0,0,,0,,0,,0
Package,"rand",0,0,0,0,,0,,0,,0
Package,"rand",1,75,6,51,,1,,0,,1
Package,"rand",0,0,0,0,,0,,0,,0
Package,"rand",4,121,19,68,,4,,1,,4
Package,"rand",1,47,4,27,,1,,0,,1
Package,"rand",0,0,0,0,,0,,0,,0
Package,"rand",1,43,5,26,,1,,0,,1
Package,"rand",3,103,17,65,,3,,2,,3
Package,"rand",2,84,14,48,,2,,1,,2
Package,"rand",5,97,31,42,,5,,2,,5
Package,"rand",1,68,6,48,,1,,0,,1
Package,"rand",4,119,18,65,,4,,1,,4
Package,"rand",0,1,0,1,,0,,0,,0
Package,"rand",0,0,0,0,,0,,0,,0
Package,"rand",0,0,0,0,,0,,0,,0
Package,"rand",0,0,0,0,,0,,0,,0
Package,"rand",0,0,0,0,,0,,0,,0
Package,"rand",0,0,0,0,,0,,0,,0
Package,"rand",0,0,0,0,,0,,0,,0
Package,"rand",0,0,0,0,,0,,0,,0
Package,"rand",0,0,0,0,,0,,0,,0
Package,"rand",0,0,0,0,,0,,0,,0
Package,"rand",0,0,0,0,,0,,0,,0
Package,"rand",0,0,0,0,,0,,0,,0
Function,"rand.random_circulant_gram_matrix.random_circulant_gram_matrix",,70,5,50,1,,,0,10.00,
Function,"rand.random_density_matrix.random_density_matrix",,114,17,67,4,,,1,3.94,
Function,"rand.random_ginibre.random_ginibre",,42,3,26,1,,,0,8.67,
Function,"rand.random_orthonormal_basis.random_orthonormal_basis",,37,3,25,1,,,0,8.33,
Function,"rand.random_povm.random_povm",,98,16,64,3,,,2,4.00,
Function,"rand.random_psd_operator.random_psd_operator",,79,13,47,2,,,1,3.62,
Function,"rand.random_state_vector.random_state_vector",,89,28,41,5,,,2,1.46,
Function,"rand.random_states.random_states",,62,5,47,1,,,0,9.40,
Function,"rand.random_unitary.random_unitary",,114,17,64,4,,,1,3.76,
Package,"rand.tests",0,1,0,1,,0,,0,,0
Package,"rand.tests",1,67,45,13,,1,,0,,2
Package,"rand.tests",2,112,84,16,,2,,1,,5
Package,"rand.tests",1,58,44,7,,1,,1,,3
Package,"rand.tests",1,46,35,3,,1,,0,,2
Package,"rand.tests",1,64,53,4,,2,,1,,4
Package,"rand.tests",1,76,57,10,,1,,0,,2
Package,"rand.tests",1,86,73,9,,1,,0,,2
Package,"rand.tests",2,113,89,16,,2,,1,,4
Package,"rand.tests",2,61,48,5,,2,,2,,6
Function,"rand.tests.test_random_circulant_gram_matrix.test_random_circulant_gram_matrix",,18,7,7,1,,,0,1.00,
Function,"rand.tests.test_random_circulant_gram_matrix.test_random_circulant_gram_matrix_with_seed",,4,3,1,1,,,0,0.33,
Function,"rand.tests.test_random_density_matrix.test_random_density",,5,4,1,2,,,1,0.25,
Function,"rand.tests.test_random_density_matrix.test_random_density_matrix",,18,9,5,2,,,1,0.56,
Function,"rand.tests.test_random_density_matrix.test_seed",,10,9,1,1,,,0,0.11,
Function,"rand.tests.test_random_ginibre.test_random_ginibre_dims",,4,3,1,1,,,0,0.33,
Function,"rand.tests.test_random_ginibre.test_random_ginibre_negative_dims",,4,3,1,1,,,1,0.33,
Function,"rand.tests.test_random_ginibre.test_seed",,4,3,1,1,,,0,0.33,
Function,"rand.tests.test_random_orthonormal_basis.test_random_orth_basis_int_dim",,5,4,1,1,,,0,0.25,
Function,"rand.tests.test_random_orthonormal_basis.test_seed",,4,3,1,1,,,0,0.33,
Function,"rand.tests.test_random_povm.test_random_povm_dimensions",,4,3,1,1,,,0,0.33,
Function,"rand.tests.test_random_povm.test_random_povm_validity",,6,5,1,2,,,1,0.20,
Function,"rand.tests.test_random_povm.test_seed",,4,3,1,1,,,0,0.33,
Function,"rand.tests.test_random_psd_operator.test_random_psd_operator",,10,4,4,1,,,0,1.00,
Function,"rand.tests.test_random_psd_operator.test_random_psd_operator_with_seed",,4,3,1,1,,,0,0.33,
Function,"rand.tests.test_random_state_vector.test_random_state_vector",,6,4,2,1,,,0,0.50,
Function,"rand.tests.test_random_state_vector.test_seed",,4,3,1,1,,,0,0.33,
Function,"rand.tests.test_random_states.test_random_states",,15,7,6,2,,,1,0.86,
Function,"rand.tests.test_random_states.test_seed",,7,5,1,2,,,1,0.20,
Function,"rand.tests.test_random_unitary.test_non_square_dims",,5,4,1,2,,,2,0.25,
Function,"rand.tests.test_random_unitary.test_random_unitary_int_dim",,4,3,1,1,,,0,0.33,
Function,"rand.tests.test_random_unitary.test_random_unitary_list_dims",,5,4,1,2,,,1,0.25,
Function,"rand.tests.test_random_unitary.test_seed",,4,3,1,1,,,0,0.33,
Module File,"random_circulant_gram_matrix.py",1,75,6,51,0,1,,0,8.50,1
Module File,"random_density_matrix.py",4,121,19,68,0,4,,1,3.58,4
Module File,"random_ginibre.py",1,47,4,27,0,1,,0,6.75,1
Module File,"random_orthonormal_basis.py",1,43,5,26,0,1,,0,5.20,1
Module File,"random_povm.py",3,103,17,65,0,3,,2,3.82,3
Module File,"random_psd_operator.py",2,84,14,48,0,2,,1,3.43,2
Module File,"random_state_vector.py",5,97,31,42,0,5,,2,1.35,5
Module File,"random_states.py",1,68,6,48,0,1,,0,8.00,1
Module File,"random_unitary.py",4,119,18,65,0,4,,1,3.61,4
Module File,"realignment.py",6,80,25,35,0,6,,1,1.40,6
Module File,"reduction.py",1,52,7,32,0,1,,0,4.57,1
Module File,"schmidt_decomposition.py",7,160,52,77,0,8,,2,1.48,13
Module File,"schmidt_rank.py",5,126,29,62,0,5,,2,2.14,10
Module File,"singlet.py",1,74,4,53,0,1,,0,13.25,1
Module File,"sk_norm.py",13,387,230,83,0,28,,4,0.36,39
Module File,"sk_vec_norm.py",4,72,15,38,0,4,,1,2.53,4
Module File,"spark.py",6,61,14,33,0,6,,3,2.36,6
Module File,"standard_basis.py",2,47,5,29,0,2,,0,5.80,2
Module File,"state_distinguishability.py",2,248,85,103,0,6,,2,1.21,10
Module File,"state_exclusion.py",2,282,97,120,0,6,,2,1.24,10
Module File,"state_helper.py",2,18,9,4,0,2,,1,0.44,4
Package,"state_metrics",0,12,10,1,,0,,0,,0
Package,"state_metrics",0,0,0,0,,0,,0,,0
Package,"state_metrics",2,72,6,48,,2,,1,,2
Package,"state_metrics",0,0,0,0,,0,,0,,0
Package,"state_metrics",2,73,6,48,,2,,1,,2
Package,"state_metrics",4,87,18,47,,4,,1,,4
Package,"state_metrics",6,181,49,95,,6,,1,,6
Package,"state_metrics",2,65,6,43,,2,,1,,2
Package,"state_metrics",2,46,6,26,,2,,1,,2
Package,"state_metrics",1,43,3,25,,1,,0,,1
Package,"state_metrics",6,109,25,57,,6,,1,,6
Package,"state_metrics",3,77,10,47,,3,,1,,3
Package,"state_metrics",0,1,0,1,,0,,0,,0
Package,"state_metrics",0,0,0,0,,0,,0,,0
Package,"state_metrics",0,0,0,0,,0,,0,,0
Package,"state_metrics",0,0,0,0,,0,,0,,0
Package,"state_metrics",0,0,0,0,,0,,0,,0
Package,"state_metrics",0,0,0,0,,0,,0,,0
Package,"state_metrics",0,0,0,0,,0,,0,,0
Package,"state_metrics",0,0,0,0,,0,,0,,0
Package,"state_metrics",0,0,0,0,,0,,0,,0
Package,"state_metrics",0,0,0,0,,0,,0,,0
Package,"state_metrics",0,0,0,0,,0,,0,,0
Package,"state_metrics",2,63,6,39,,2,,1,,2
Function,"state_metrics.bures_angle.bures_angle",,62,4,45,2,,,1,11.25,
Function,"state_metrics.bures_distance.bures_distance",,63,4,45,2,,,1,11.25,
Function,"state_metrics.fidelity.fidelity",,78,14,46,4,,,1,3.29,
Function,"state_metrics.fidelity_of_separability.fidelity_of_separability",,167,44,91,6,,,1,2.07,
Function,"state_metrics.helstrom_holevo.helstrom_holevo",,58,4,42,2,,,1,10.50,
Function,"state_metrics.hilbert_schmidt.hilbert_schmidt",,39,4,25,2,,,1,6.25,
Function,"state_metrics.hilbert_schmidt_inner_product.hilbert_schmidt_inner_product",,38,2,24,1,,,0,12.00,
Function,"state_metrics.matsumoto_fidelity.matsumoto_fidelity",,100,21,56,6,,,1,2.67,
Function,"state_metrics.sub_fidelity.sub_fidelity",,67,8,44,3,,,1,5.50,
Package,"state_metrics.tests",0,1,0,1,,0,,0,,0
Package,"state_metrics.tests",1,62,37,7,,1,,1,,6
Package,"state_metrics.tests",1,56,34,7,,1,,1,,6
Package,"state_metrics.tests",1,57,34,7,,1,,1,,6
Package,"state_metrics.tests",1,48,27,10,,1,,1,,3
Package,"state_metrics.tests",1,30,17,3,,1,,1,,2
Package,"state_metrics.tests",1,25,13,3,,1,,1,,2
Package,"state_metrics.tests",1,42,27,6,,1,,0,,3
Package,"state_metrics.tests",1,59,38,8,,1,,1,,3
Package,"state_metrics.tests",1,51,30,6,,1,,1,,5
Package,"state_metrics.tests",1,30,17,3,,1,,1,,2
Function,"state_metrics.tests.test_bures_angle.test_bures_angle_default",,7,5,1,1,,,0,0.20,
Function,"state_metrics.tests.test_bures_angle.test_bures_angle_invalid_dim",,6,5,1,1,,,1,0.20,
Function,"state_metrics.tests.test_bures_angle.test_bures_angle_non_identical_states_1",,8,6,1,1,,,0,0.17,
Function,"state_metrics.tests.test_bures_angle.test_bures_angle_non_identical_states_2",,8,6,1,1,,,0,0.17,
Function,"state_metrics.tests.test_bures_angle.test_bures_angle_non_square",,6,5,1,1,,,1,0.20,
Function,"state_metrics.tests.test_bures_angle.test_bures_angle_pure_states",,9,7,1,1,,,0,0.14,
Function,"state_metrics.tests.test_bures_distance.test_bures_distance_default",,7,5,1,1,,,0,0.20,
Function,"state_metrics.tests.test_bures_distance.test_bures_distance_invalid_dim",,6,5,1,1,,,1,0.20,
Function,"state_metrics.tests.test_bures_distance.test_bures_distance_non_identical_states_1",,6,5,1,1,,,0,0.20,
Function,"state_metrics.tests.test_bures_distance.test_bures_distance_non_identical_states_2",,6,5,1,1,,,0,0.20,
Function,"state_metrics.tests.test_bures_distance.test_bures_distance_non_square",,6,5,1,1,,,1,0.20,
Function,"state_metrics.tests.test_bures_distance.test_bures_distance_pure_states",,7,6,1,1,,,0,0.17,
Function,"state_metrics.tests.test_fidelity.test_fidelity_cvx",,7,5,1,1,,,0,0.20,
Function,"state_metrics.tests.test_fidelity.test_fidelity_default",,7,5,1,1,,,0,0.20,
Function,"state_metrics.tests.test_fidelity.test_fidelity_invalid_dim",,6,5,1,1,,,1,0.20,
Function,"state_metrics.tests.test_fidelity.test_fidelity_non_identical_states_1",,6,5,1,1,,,0,0.20,
Function,"state_metrics.tests.test_fidelity.test_fidelity_non_identical_states_2",,6,5,1,1,,,0,0.20,
Function,"state_metrics.tests.test_fidelity.test_fidelity_non_square",,6,5,1,1,,,1,0.20,
Function,"state_metrics.tests.test_fidelity_of_separability.test_errors_state_SDP",,10,9,1,1,,,1,0.11,
Function,"state_metrics.tests.test_fidelity_of_separability.test_sdp_output",,4,3,1,1,,,0,0.33,
Function,"state_metrics.tests.test_helstrom_holevo.test_helstrom_holevo_non_density_matrix",,7,5,1,1,,,1,0.20,
Function,"state_metrics.tests.test_helstrom_holevo.test_helstrom_holevo_same_state",,13,9,1,1,,,0,0.11,
Function,"state_metrics.tests.test_hilbert_schmidt.test_hilbert_schmidt_bell",,8,5,1,1,,,0,0.20,
Function,"state_metrics.tests.test_hilbert_schmidt.test_hilbert_schmidt_non_density_matrix",,7,5,1,1,,,1,0.20,
